0,0.8,0.86,5,262,6,0,1,0,sales,medium
1,0.11,0.88,7,272,4,0,1,0,sales,medium
2,0.72,0.87,5,223,5,0,1,0,sales,low
3,0.37,0.52,2,159,3,0,1,0,sales,low
4,0.41,0.5,2,153,3,0,1,0,sales,low
5,0.1,0.77,6,247,4,0,1,0,sales,low
6,0.92,0.85,5,259,5,0,1,0,sales,low
7,0.89,1,5,224,5,0,1,0,sales,low
8,0.42,0.53,2,142,3,0,1,0,sales,low
9,0.45,0.54,2,135,3,0,1,0,sales,low
10,0.11,0.81,6,305,4,0,1,0,sales,low
11,0.84,0.92,4,234,5,0,1,0,sales,low
12,0.41,0.55,2,148,3,0,1,0,sales,low
13,0.36,0.56,2,137,3,0,1,0,sales,low
14,0.38,0.54,2,143,3,0,1,0,sales,low
15,0.45,0.47,2,160,3,0,1,0,sales,low
16,0.78,0.99,4,255,6,0,1,0,sales,low
17,0.45,0.51,2,160,3,1,1,1,sales,low
18,0.76,0.89,5,262,5,0,1,0,sales,low
19,0.11,0.83,6,282,4,0,1,0,sales,low
20,0.38,0.55,2,147,3,0,1,0,sales,low
21,0.09,0.95,6,304,4,0,1,0,sales,low
22,0.46,0.57,2,139,3,0,1,0,sales,low
23,0.4,0.53,2,158,3,0,1,0,sales,low
24,0.89,0.92,5,242,5,0,1,0,sales,low
25,0.82,0.87,4,239,5,0,1,0,sales,low
26,0.4,0.49,2,135,3,0,1,0,sales,low
27,0.41,0.46,2,128,3,0,1,0,accounting,low
28,0.38,0.5,2,132,3,0,1,0,accounting,low
29,0.09,0.62,6,294,4,0,1,0,accounting,low
30,0.45,0.57,2,134,3,0,1,0,hr,low
31,0.4,0.51,2,145,3,0,1,0,hr,low
32,0.45,0.55,2,140,3,0,1,0,hr,low
33,0.84,0.87,4,246,6,0,1,0,hr,low
34,0.1,0.94,6,255,4,0,1,0,technical,low
35,0.38,0.46,2,137,3,0,1,0,technical,low
36,0.45,0.5,2,126,3,0,1,0,technical,low
37,0.11,0.89,6,306,4,0,1,0,technical,low
38,0.41,0.54,2,152,3,0,1,0,technical,low
39,0.87,0.88,5,269,5,0,1,0,technical,low
40,0.45,0.48,2,158,3,0,1,0,technical,low
41,0.4,0.46,2,127,3,0,1,0,technical,low
42,0.1,0.8,7,281,4,0,1,0,technical,low
43,0.09,0.89,6,276,4,0,1,0,technical,low
44,0.84,0.74,3,182,4,0,1,0,technical,low
45,0.4,0.55,2,147,3,0,1,0,support,low
46,0.57,0.7,3,273,6,0,1,0,support,low
47,0.4,0.54,2,148,3,0,1,0,support,low
48,0.43,0.47,2,147,3,0,1,0,support,low
49,0.13,0.78,6,152,2,0,1,0,support,low
50,0.44,0.55,2,135,3,0,1,0,support,low
51,0.38,0.55,2,134,3,0,1,0,support,low
52,0.39,0.54,2,132,3,0,1,0,support,low
53,0.1,0.92,7,307,4,0,1,0,support,low
54,0.37,0.46,2,140,3,0,1,0,support,low
55,0.11,0.94,7,255,4,0,1,0,support,low
56,0.1,0.81,6,309,4,0,1,0,technical,low
57,0.38,0.54,2,128,3,0,1,0,technical,low
58,0.85,1,4,225,5,0,1,0,technical,low
59,0.85,0.91,5,226,5,0,1,0,management,medium
60,0.11,0.93,7,308,4,0,1,0,IT,medium
61,0.1,0.95,6,244,5,0,1,0,IT,medium
62,0.36,0.56,2,132,3,0,1,0,IT,medium
63,0.11,0.94,6,286,4,0,1,0,IT,medium
64,0.81,0.7,6,161,4,0,1,0,IT,medium
65,0.43,0.54,2,153,3,0,1,0,product_mng,medium
66,0.9,0.98,4,264,6,0,1,0,product_mng,medium
67,0.76,0.86,5,223,5,1,1,0,product_mng,medium
68,0.43,0.5,2,135,3,0,1,0,product_mng,medium
69,0.74,0.99,2,277,3,0,1,0,IT,medium
70,0.09,0.77,5,275,4,0,1,0,product_mng,medium
71,0.45,0.49,2,149,3,0,1,0,product_mng,high
72,0.09,0.87,7,295,4,0,1,0,product_mng,low
73,0.11,0.97,6,277,4,0,1,0,product_mng,medium
74,0.11,0.79,7,306,4,0,1,0,product_mng,medium
75,0.1,0.83,6,295,4,0,1,0,product_mng,medium
76,0.4,0.54,2,137,3,0,1,0,marketing,medium
77,0.43,0.56,2,157,3,0,1,0,sales,low
78,0.39,0.56,2,142,3,0,1,0,accounting,low
79,0.45,0.54,2,140,3,0,1,0,support,low
80,0.38,0.49,2,151,3,0,1,0,technical,low
81,0.79,0.59,4,139,3,0,1,1,management,low
82,0.84,0.85,4,249,6,0,1,0,marketing,low
83,0.11,0.77,6,291,4,0,1,0,marketing,low
84,0.11,0.87,6,305,4,0,1,0,marketing,low
85,0.17,0.84,5,232,3,0,1,0,sales,low
86,0.44,0.45,2,132,3,0,1,0,sales,low
87,0.37,0.57,2,130,3,0,1,0,sales,low
88,0.1,0.79,6,291,4,0,1,0,sales,low
89,0.4,0.5,2,130,3,0,1,0,sales,low
90,0.89,1,5,246,5,0,1,0,sales,low
91,0.42,0.48,2,143,3,0,1,0,sales,low
92,0.46,0.55,2,129,3,0,1,0,sales,low
93,0.09,0.83,6,255,4,0,1,0,sales,low
94,0.37,0.51,2,155,3,0,1,0,sales,low
95,0.1,0.77,6,265,4,0,1,0,sales,low
96,0.1,0.84,6,279,4,0,1,0,sales,low
97,0.11,0.97,6,284,4,0,1,0,sales,low
98,0.9,1,5,221,6,0,1,0,sales,medium
99,0.38,0.52,2,154,3,0,1,0,sales,medium
100,0.36,0.52,2,147,3,0,1,0,sales,medium
101,0.42,0.46,2,150,3,0,1,0,sales,medium
102,0.09,0.94,7,267,4,0,1,0,sales,medium
103,0.43,0.52,2,158,3,0,1,0,sales,medium
104,0.24,0.46,7,224,5,0,1,0,accounting,medium
105,0.91,1,4,257,5,0,1,0,accounting,medium
106,0.44,0.5,2,148,3,0,1,0,accounting,medium
107,0.71,0.87,3,177,4,0,1,0,hr,medium
108,0.4,0.49,2,155,3,0,1,0,hr,medium
109,0.43,0.47,2,144,3,0,1,0,hr,medium
110,0.09,0.85,6,289,4,0,1,0,hr,high
111,0.43,0.52,2,160,3,0,1,0,technical,low
112,0.9,0.96,4,258,5,0,1,0,technical,medium
113,0.84,1,5,234,5,0,1,0,technical,medium
114,0.37,0.48,2,137,3,0,1,0,technical,medium
115,0.86,0.68,5,263,2,0,1,0,technical,medium
116,0.11,0.84,6,251,4,0,1,0,technical,low
117,0.37,0.57,2,133,3,0,1,0,technical,low
118,0.4,0.46,2,132,3,0,1,0,technical,low
119,0.14,0.62,4,158,4,1,1,0,technical,low
120,0.4,0.46,2,135,3,0,1,0,technical,low
121,0.75,1,4,216,6,0,1,0,technical,low
122,0.11,0.84,6,300,5,1,1,0,support,low
123,0.46,0.49,2,138,3,0,1,0,support,low
124,0.11,0.92,6,260,4,0,1,0,support,low
125,0.38,0.49,2,132,3,0,1,0,support,low
126,0.7,0.89,3,183,5,0,1,0,support,low
127,0.09,0.82,6,250,4,0,1,0,support,low
128,0.37,0.45,2,151,3,0,1,0,support,low
129,0.1,0.83,6,292,4,0,1,0,support,low
130,0.38,0.57,2,140,3,0,1,0,support,low
131,0.9,1,5,221,5,0,1,0,support,low
132,0.44,0.51,2,138,3,0,1,0,support,low
133,0.36,0.5,2,132,3,0,1,0,technical,low
134,0.31,0.84,7,133,5,0,1,0,technical,low
